smiles,Group,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
[O-][N+](=O)C1=C(NC2=NCCN2)C=C2CCCC2=C1,0,11.71775849,-3.36642928,11.71775849,0.18651833,0.611184035,246.27,232.158,246.1116757,94,0,0.292545002,-0.354252432,0.354252432,0.292545002,1.555555556,2.333333333,3,10.87251314,-0.185643313,6.79E-17,-2.449684565,1.31E-16,-2.638305436,1.781176826,-1.005121432,2.411360232,1070.530898,24.98060947,22.60535096,8.605350963,14.17526203,11.57482315,4.680395956,3.188340375,3.188340375,2.092287781,2.092287781,1.36196872,1.36196872,-2.11,3435929.056,3.464210345,4.285831459,1.895859467,124.0431163,10.61962671,5.687386275,8.783238725,0,5.687386275,0,15.106723,0,0,0,0,36.2880964,20.76382973,19.64472207,24.19609788,17.33432712,0,5.309813353,4.992404733,19.1187747,18.30353272,33.32605867,0,0,10.61962671,11.37477255,0,0,23.87658499,12.7458498,10.11431827,33.94893056,17.07724215,2.823684157,0,0,79.56,77.58187264,10.11431827,0,10.61962671,0,0,0,0,0,4.992404733,19.27278683,110.5814392,0,13.6618287,11.31615631,-4.772712559,-1.166177249,-2.567851474,-9.907102348,-6.228913927,0,0.416666667,18,2,6,1,1,2,1,0,1,5,2,6,2,0,0,0,3,1.4546,69.0488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC1=C(NC(=O)C2=CC=C(NC(=O)COC3=CC=C(C=C3)[N+]([O-])=O)C=C2)C=CC=C1,0,13.31056295,-3.830002608,13.31056295,0.313968787,0.312229009,406.398,388.254,406.1277197,152,0,0.269195215,-0.48376502,0.48376502,0.269195215,0.9,1.533333333,2.166666667,12.43132754,-0.164497131,0.446900728,-2.352891591,0.510682544,-2.497882616,2.880028156,-0.74256539,2.118159527,1850.253443,37.06351324,32.33009583,14.33009583,21.93081553,16.31214012,7.523285739,4.893697193,4.893697193,2.912815937,2.912815937,1.662192205,1.662192205,-4.4,6524753992,7.450415512,9.195693844,5.320040958,196.6912936,21.07620664,5.749511833,12.20635356,0,17.50174573,0,19.70339264,0,0,0,12.08483742,48.33934966,23.33567518,35.48870338,44.08723647,34.56390456,0,0,0,0,22.89832893,88.18679425,0,5.749511833,21.07620664,22.7495451,5.749511833,0,23.29665575,4.794537184,10.11431827,29.54860846,72.50902449,5.647368313,0,0,136.59,135.178002,19.70339264,0,11.02953033,0,0,0,0,0,0,29.57485105,147.4647517,0,36.21732723,10.28256948,-6.268541944,-5.221388534,-14.561382,0,-3.830002608,0,0.047619048,30,4,9,0,0,0,3,0,3,6,3,9,8,0,0,0,3,3.4468,112.4707,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN1C=C(\C=C\C2=CC=C(C=C2)[N+]([O-])=O)C=C1C(O)=O,0,11.8471395,-3.227828297,11.8471395,0.03595567,0.684589773,272.26,260.164,272.0797069,102,0,0.352015731,-0.476561899,0.476561899,0.352015731,1.35,2.05,2.65,12.07814011,-0.24331063,0.180191609,-2.264422741,0.292383438,-2.314956375,2.880028156,-0.98325914,2.964198066,1154.83941,24.86736082,21.52742035,9.527420353,14.5882165,10.82607214,4.917823853,3.313994455,3.313994455,1.990842045,1.990842045,1.156167118,1.156167118,-2.89,4316219.825,4.898009006,5.395239466,2.917681493,131.2328425,9.675907839,5.693927995,0,0,7.118585932,5.969305288,10.11431827,4.794537184,0,0,12.10414349,29.25415911,29.34583519,15.8893795,29.90500054,23.76083505,1.431199657,4.567099648,6.9758269,0,0,63.320138,0,0,0,5.687386275,0,0,20.56852418,6.9758269,10.11431827,36.69371228,36.38498875,0,13.53534315,0,85.37,88.86579273,14.90885545,0,4.567099648,0,0,0,0,0,5.108808191,16.50954378,92.58303566,0,21.73050001,14.72836299,-4.02530614,-1.634452299,-7.628679316,-1.108965944,-3.227828297,0,0.071428571,20,1,6,0,0,0,1,1,2,5,1,6,5,0,0,0,2,2.8019,74.3967,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=NC(N2CCC(=CC2)C2=CC=CC=C2)=C(C(=O)N1)[N+]([O-])=O,0,12.59866992,-3.899104899,12.59866992,0.434607426,0.693105682,312.329,296.201,312.1222404,118,0,0.375393301,-0.346576727,0.375393301,0.346576727,1.391304348,2.130434783,2.826086957,11.28295551,-0.243638342,1.20E-16,-2.629881525,0.123160102,-2.6786478,2.482482437,-0.949986605,2.524058815,1383.711226,30.36736082,27.01359925,11.01359925,17.45004161,13.80534049,5.858126899,3.965706535,3.965706535,2.563417807,2.563417807,1.627395146,1.627395146,-2.96,74708879.18,5.020541817,6.036080118,2.984431393,155.2470567,10.20972308,5.835619786,1.411842078,5.820974096,0,11.60421904,14.90885545,4.992404733,0,0,36.26416528,24.36137304,22.58902926,15.8893795,31.69106865,17.31590405,0,10.20972308,4.992404733,13.22481702,12.99371937,63.45994845,0,0,5.309813353,0,0,0,34.55973966,4.794537184,10.11431827,39.34964685,52.77458343,1.411842078,5.57310453,0,87.84,112.0131048,14.90885545,0,0,0,0,0,0,0,4.992404733,21.97322042,128.791302,0,25.68869635,11.26218102,-4.199531851,-5.091887481,-6.708496317,-3.713067366,-11.02919639,0,0.25,23,1,7,0,2,2,1,0,1,5,1,7,4,0,0,0,3,1.7697,85.8811,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[O-][N+](=O)C(=[N+]=[N-])C1=CC=CC=C1,0,10.52172619,-1.192592593,10.52172619,0.676492819,0.154061768,163.136,158.096,163.0381764,60,0,0.610523452,-0.353757022,0.610523452,0.353757022,1.416666667,1.916666667,2.333333333,13.32669066,-0.093496919,0.655492932,-2.135941127,0.722644148,-2.188023406,3.499597066,-0.436787478,3.779564527,538.1129733,13.32590893,10.65813737,5.658137367,7.823473623,5.262361967,2.762361967,1.680716583,1.680716583,0.991264908,0.991264908,0.539605329,0.539605329,-2,4229.65282,3.6,3.408284024,1.53125,75.05644012,5.531128999,10.48676254,0,0,0,5.835619786,10.11431827,0,0,0,22.91712238,12.08483742,0,6.853792781,16.56697008,5.835619786,0,0,0,0,0,51.4209923,0,0,0,0,0,0,15.54879709,0,10.11431827,12.41724427,30.21209354,0,5.531128999,0,79.54,46.53447586,10.11431827,0,0,0,0,0,0,0,4.789866254,12.38492178,36.61613048,0,11.73172241,10.52172619,7.713395219,-1.192592593,-3.723715042,0,0,0,0,12,0,5,0,0,0,1,0,1,2,0,5,1,0,0,0,1,0.9397,41.1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC1=C(C(C#N)=C(C(N)=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,0,11.09153581,-1.557962963,11.09153581,0.589452003,0.441784148,268.145,264.113,268.0192318,98,0,0.328626595,-0.387378243,0.387378243,0.328626595,0.947368421,1.315789474,1.526315789,15.998,-0.141908577,1.415142437,-2.198598883,1.24672743,-2.404952972,4.094388544,-0.622528598,4.342147536,713.7517006,18.05795974,12.63277132,8.632771316,10.55552443,5.975940284,4.187085902,3.001166743,3.001166743,2.03034635,2.03034635,1.319759584,1.319759584,-3.49,55942.73277,8.57890945,4.408506526,1.906742792,108.679742,11.43943395,6.069221313,17.02214086,5.563451492,0,17.06215882,30.34295481,0,5.261891555,0,0,0,0,14.76993315,20.41730146,28.43693137,5.261891555,0,0,0,11.43943395,35.9064063,0,6.069221313,11.43943395,28.43693137,0,0,14.76993315,0,41.67406767,5.563451492,0,5.647368313,0,0,205.25,60.20974996,30.34295481,0,0,0,6.069221313,0,0,0,0,10.90925987,28.18067271,0,28.96973498,42.11041053,-9.851774376,0,1.09095616,0,0,0,0,19,4,12,0,0,0,1,0,1,9,2,12,5,0,0,0,1,0.44728,59.945,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCNC1=NC2=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(=CC=C2)C(O)=O,0,13.04297676,-4.283163936,13.04297676,0.116887937,0.265146287,467.533,442.333,467.206973,176,0,0.337402538,-0.47758227,0.47758227,0.337402538,1.028571429,1.828571429,2.6,11.28295551,-0.247732171,0.266369991,-2.609738795,0.323473376,-2.594704358,2.281602716,-1.119389754,1.97640264,2590.627327,45.89194037,41.94699175,16.94699175,27.28061074,21.57338495,9.27070947,6.269787102,6.269787102,4.271945272,4.271945272,2.89050162,2.89050162,-4.53,2.42E+12,7.482329837,9.760481653,4.478049724,236.718912,14.98572119,0,8.648088655,5.948339281,1.431199657,5.969305288,0,14.87022226,0,5.098681808,67.60658539,45.57488698,24.39713818,40.91357384,42.88371777,22.951046,1.431199657,30.16823673,0,26.0946016,11.80667304,77.59350877,0,22.51475897,5.309813353,5.948339281,0,0,47.74320989,6.496859684,0,65.67587032,66.46660578,2.823684157,34.97936007,0,121.61,160.9605884,7.536054296,0,9.658806205,0,0,0,0,0,25.61823871,31.67005494,209.1753242,0,16.79964867,13.57639104,-7.44083714,-4.15859578,-12.68434968,-8.426327195,-12.09125407,0,0.192307692,35,3,9,0,0,0,3,2,5,8,3,9,10,0,0,0,5,4.8419,134.2417,0,0,0,0,1,6,1,0,1,1,1,0,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CC1=NN=NN1C1=C(C=CN=C1)C(O)=O,0,11.66899187,-2.76398219,11.66899187,0.546875,0.744732281,205.177,198.121,205.0599745,76,0,0.337513557,-0.477580974,0.477580974,0.337513557,1.666666667,2.6,3.4,12.98399422,-0.243479484,0.533286949,-2.204333476,0.522381353,-2.211839763,2.739220993,-0.946168426,2.845464268,743.2164037,16.65433606,14.05256456,7.052564558,10.17975778,7.03453057,3.626282279,2.385770108,2.385770108,1.520846238,1.520846238,0.918529894,0.918529894,-2.31,68112.18143,4.051069212,3.445708144,1.540866161,94.2986857,5.108808191,5.687386275,5.824404498,0,1.431199657,5.969305288,4.983978521,4.794537184,4.681802935,5.098681808,0,23.32108102,10.28517088,15.84862237,18.12789671,5.969305288,1.431199657,25.19123346,0,6.851892117,0,29.77606512,0,5.687386275,0,0,0,0,36.26934693,0,6.851892117,24.40694451,18.38820913,0,7.118585932,0,93.79,48.2846488,4.794537184,0,0,4.681802935,0,0,0,0,25.61823871,9.655750994,51.91792706,0,15.0753562,13.62289517,-1.243356481,-2.032080499,-0.740516818,-1.419575775,-2.76398219,0,0.125,15,1,7,0,0,0,0,2,2,7,1,7,3,0,0,0,2,0.06392,48.6453,0,0,0,0,1,5,0,0,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
OC(=O)CON1C(=O)C(=O)NC2=C1C1=C(CC2)CCC(=C1)N1C=CC(CNC(=O)NC2=CC=C(C=C2)[N+]([O-])=O)=C1,0,13.39590454,-4.131433386,13.39590454,0.20402355,0.186843259,548.512,524.32,548.1655617,206,0,0.348693578,-0.478647371,0.478647371,0.348693578,1.125,1.875,2.6,12.47884705,-0.180357078,0.347914428,-2.625682787,0.343763818,-2.763366126,2.69327216,-0.953056641,1.815749615,2578.267857,49.42532056,42.9492679,18.9492679,28.87950394,21.95563808,10.205749,7.049437907,7.049437907,4.562320624,4.562320624,2.980356753,2.980356753,-5.4,8.39E+12,9.967953128,10.76290509,5.405903922,260.2108345,30.44293648,5.697039313,4.235526235,6.558985243,7.118585932,23.81477926,19.70339264,9.589074368,0,5.063217725,5.57310453,55.23447897,64.5481254,21.37241372,65.69855392,40.88659112,1.431199657,20.24994408,0,31.98855929,11.8687986,86.82801315,0,0,15.92944006,16.16930973,0,0,50.03620111,25.71805982,10.11431827,58.47032222,71.15024339,4.235526235,7.12823897,0,185.14,182.0637994,29.29246701,0,4.567099648,0,0,0,0,0,9.946396775,33.08189702,201.3105653,0,66.51668876,12.10800803,-12.76801507,-6.667351847,-11.16262501,-19.46757044,-8.036366437,0,0.230769231,40,4,14,2,1,3,1,1,2,9,4,14,8,0,0,0,5,2.6293,138.7563,1,0,0,0,0,1,0,0,1,1,4,3,0,0,0,3,3,0,2,0,0,0,0,0,0,0,4,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCOC(=O)NN=CC1=CN(N=C1C1=CC=C(O1)[N+]([O-])=O)C1=NC=CC=C1,0,12.09283258,-3.585701077,12.09283258,0.406605521,0.399509115,370.325,356.213,370.1025675,138,0,0.433084153,-0.448600707,0.448600707,0.433084153,1.481481481,2.37037037,3.148148148,13.05145551,-0.247489668,0.552176788,-2.385170977,0.646679206,-2.471558738,3.103439819,-1.053418638,2.263234104,1598.952205,31.35048848,26.72452303,12.72452303,18.70599124,13.52183708,6.57462348,4.194710822,4.194710822,2.604033762,2.604033762,1.623604349,1.623604349,-4.02,341843501.8,7.306707648,7.906768903,4.15031177,171.6975781,9.154013891,10.61723904,12.98995228,0,0,11.97742227,10.11431827,19.87913479,10.20008933,0,6.042418708,24.97914824,22.02151758,32.49964173,38.10356543,18.16807449,0,20.18327941,5.101407526,6.851892117,6.558985243,58.23565372,0,17.27203819,5.418816146,10.67871939,0,0,38.53065185,4.736862954,10.11431827,30.23520484,52.07644242,1.411842078,17.27203819,0,137.68,107.3144527,14.90885545,0,0,4.681802935,0,0,0,0,19.92093081,23.64885425,116.5577271,0,25.76775251,18.21848163,-2.258393135,-2.853314254,-4.414316926,-5.121851483,-7.062752076,0,0.125,27,1,11,0,0,0,0,3,3,9,1,11,7,0,0,0,3,2.5155,93.4671,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC1=CC=C(CC2=CN=C(N[N+]([O-])=O)NC2=O)C=N1,0,12.45427705,-3.227967923,12.45427705,0.319364607,0.61715807,261.241,250.153,261.0861892,98,0,0.265232218,-0.287958982,0.287958982,0.265232218,1.631578947,2.473684211,3.210526316,12.47620351,-0.243551024,0.252541123,-2.375281361,0.278426848,-2.534367616,2.887008867,-0.945951227,2.7549188,1005.467641,23.34241679,19.96081285,8.960812849,13.52850432,9.978947292,4.584520101,2.975611272,2.975611272,1.68961839,1.68961839,0.99822505,0.99822505,-2.77,1318297.692,4.723855129,5.252945261,3.345013196,123.4957391,0,0,6.44415592,1.411842078,11.8667343,0,15.08832906,15.106723,0,0,11.46123485,18.45776232,36.84265195,5.483034225,24.98736219,11.8667343,0,15.71260802,4.992404733,13.22481702,0,51.37854144,0,0,10.7286295,0,0,0,21.88302666,11.16746209,16.96621039,23.59420649,34.99924842,2.823684157,0,0,109.52,76.80690448,14.90885545,0,5.309813353,0,0,0,0,0,9.976383254,15.16051116,84.17942014,0,29.66043957,8.976678406,-3.780094332,-2.885992698,-2.114990217,-5.555032505,-2.980428366,0,0.181818182,19,2,8,0,1,1,0,1,1,5,2,8,4,0,0,0,2,0.08352,66.4688,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OC(=O)CC1=CC2=C(OC(=C2C2=CC3=CC=CC=C3C=C2)[N+]([O-])=O)C=C1,0,11.98153546,-3.375099748,11.98153546,0.522093457,0.423059836,347.326,334.222,347.0793725,128,0,0.441613716,-0.480986171,0.480986171,0.441613716,1,1.730769231,2.461538462,12.63686573,-0.16461657,0.546701043,-2.282087068,0.695536747,-2.3338506,3.351199943,-0.783408987,2.333472818,1782.947216,29.46121895,25.48845505,12.48845505,18.01475542,13.31350004,6.90525175,4.905906046,4.905906046,3.333580001,3.333580001,2.333296683,2.333296683,-3.67,224350432.1,6.915009729,6.00050738,2.670901791,165.3360582,9.525959128,16.06978268,0,0,1.431199657,11.85348749,14.90885545,0,0,0,42.29693095,40.02660754,8.127741327,20.08051046,35.69291004,33.59518027,1.431199657,0,0,6.372924901,0,76.10195684,0,11.12690298,0,5.884182202,0,0,16.00142453,11.16746209,10.11431827,22.01255417,64.84133801,0,34.29979543,0,93.58,122.0059578,14.90885545,0,0,0,0,0,0,0,5.108808191,22.29745327,110.4746836,0,22.80394753,13.75610171,-3.613205779,-3.1443821,-8.985378504,-3.375099748,0,0,0.05,26,1,6,0,0,0,3,1,4,5,1,6,4,0,0,0,4,4.7883,97.1502,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COC1=C(C=C2C(NC3=CC(=CC=C3)C#C)=NC=NC2=C1)[N+]([O-])=O,0,11.71098639,-3.250150691,11.71098639,0.199226309,0.450583522,320.308,308.212,320.0909402,118,0,0.311301342,-0.490081914,0.490081914,0.311301342,1.333333333,2.25,3.041666667,12.51009644,-0.243148724,0.588208421,-2.291300893,0.663917634,-2.272589941,3.449887854,-0.942886429,2.487570801,1499.433995,27.27313821,23.51359925,11.51359925,16.61698594,12.03585784,6.088644246,4.118133391,4.118133391,2.707670768,2.707670768,1.728990735,1.728990735,-3.66,34488583.69,6.451538695,6.219781114,2.804827392,153.9375953,10.04667631,14.8627516,7.161353912,0,0,5.687386275,10.11431827,9.967957042,0,6.399401535,11.96285303,18.12725612,23.33567518,35.20101545,26.1503602,28.09556026,0,9.967957042,0,0,12.34776581,58.23565372,0,18.06934769,10.04667631,17.19263533,5.749511833,0,21.92922055,0,22.43415412,20.64179561,42.55788396,1.411842078,10.90292493,0,90.18,93.92767105,10.11431827,0,5.309813353,0,0,0,6.399401535,0,20.62525431,16.4901862,98.43227732,0,17.82233634,11.23335914,-3.121599067,0.207418254,-5.077576396,0.837268439,0,-3.250150691,0.058823529,24,1,7,0,0,0,2,1,3,6,1,7,5,0,0,0,3,3.2715,90.4041,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
N#CC1=CC=C(C=C1)N1N=NC(=N1)C1=CC=C(C=C1)C#N,0,9.013711108,-0.592617505,9.013711108,0.338749895,0.711748478,272.271,264.207,272.0810443,98,0,0.204872885,-0.192437046,0.204872885,0.192437046,0.857142857,1.428571429,2,13.11281369,-0.089321466,0.71443782,-2.164659344,0.746173839,-2.089291467,3.738828317,-0.389002327,2.265514911,1115.512197,21.61843767,18.18328157,10.18328157,13.64917213,9.468033989,5.468033989,3.599705831,3.599705831,2.297623792,2.297623792,1.351172576,1.351172576,-3.51,2757612.615,6.29334646,5.235691049,2.463352403,131.2838357,0,0,0,5.824404498,0,0,0,0,10.52378311,14.99386984,0,53.55273476,5.563451492,39.91880033,10.96606845,0,10.52378311,20.20725493,0,0,0,59.46625264,0,29.21368489,0,0,0,0,20.20725493,0,22.66222574,22.09297143,48.33934966,0,17.07524226,0,91.18,65.15363892,0,0,11.38785599,4.796506222,0,0,12.13844263,0,15.41074871,21.48985156,63.29148259,0,0.654322169,29.19223992,-1.630199169,-0.367860423,-1.473318419,0,0,0,0,21,0,6,0,0,0,2,1,3,6,0,6,2,0,0,0,3,2.07266,74.02,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
[N-]=[N+]=NC(=O)C1=CC=CC=C1,0,11.21377929,-1.194907407,11.21377929,0.604178477,0.340577898,147.137,142.097,147.0432618,54,0,0.248661487,-0.287017954,0.287017954,0.248661487,1.363636364,1.909090909,2.454545455,12.93941332,-0.093496918,0.653731387,-2.163596021,0.722644148,-2.064979105,2.926023235,-0.434277618,3.636236776,494.2389625,12.45566545,10.24988908,5.249889077,7.41279002,5.077730943,2.577730943,1.494595284,1.494595284,0.84941166,0.84941166,0.447550834,0.447550834,-1.8,2802.945107,3.067883356,3.38877551,1.809044995,70.11644185,0,0,0,5.907179729,0,0,4.794537184,0,0,0,30.21209354,10.64537912,10.47516314,6.853792781,11.64832996,5.907179729,0,0,5.114250126,0,0,46.21838568,0,0,0,0,0,0,5.907179729,0,0,17.21178146,35.32634366,0,10.44284065,0,65.83,41.68272476,4.794537184,0,0,0,0,0,0,0,10.02596177,12.38492178,36.53587805,0,13.42921863,2.702146636,7.435750346,-1.194907407,-3.241419596,0,0,0,0,11,0,4,0,0,0,1,0,1,1,0,4,1,0,0,0,1,2.1371,39.9185,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
