smiles,Group,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
O=C1N2C=C(C=CC2=NC=C1C1=NN=NN1)C1=CC=CC=C1,1,13.17400752,-1.101465944,13.17400752,0.364450745,0.604640363,290.286,280.206,290.0916089,106,0,0.268520325,-0.268043941,0.268520325,0.268043941,1.045454545,1.863636364,2.636363636,12.90284395,-0.093502714,0.694206569,-2.373071785,0.687103744,-2.482485234,3.220632187,-0.45126414,2.017876227,1327.6469,23.6433817,20.59152986,10.59152986,14.98384612,10.81658532,5.869371729,4.002071991,4.002071991,2.717768592,2.717768592,1.744161334,1.744161334,-3.35,12461058.73,5.79990429,4.884563464,1.956867218,139.0254678,0,11.40872432,7.236246576,0,5.907179729,0,9.694446915,10.08411129,0,5.098681808,30.21209354,33.66746971,12.35201306,12.33682701,18.54320627,22.88900858,0,25.51706829,4.992404733,0,0,66.05610608,0,0,0,0,0,0,37.2598678,4.794537184,0,23.724683,59.66065482,1.411842078,11.14620906,0,87.13,88.94511465,4.794537184,0,0,9.991616288,0,0,0,0,20.51785673,13.74866908,80.30515175,0,17.52372696,10.34491012,-1.64554385,-2.082010815,-4.963312646,-1.482921519,0,0,0,22,1,7,0,2,2,1,1,2,5,1,7,2,0,0,0,4,1.3922,79.9947,0,0,0,0,0,4,1,0,0,0,1,1,0,0,1,5,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CC1=CN2C(=O)C(=CN=C2C(C)=C1)C1=NN=NN1,1,12.95256614,-3.070835892,12.95256614,0.32010086,0.670485592,242.242,232.162,242.0916089,90,0,0.268516719,-0.268043999,0.268516719,0.268043999,1.388888889,2.277777778,3,12.19187554,-0.245934342,5.43E-17,-2.435533374,0.04950355,-2.502535293,2.839060024,-0.947799758,2.367456496,1009.786963,21.17928009,18.59152986,8.591529863,12.76376144,9.566585325,4.619371729,3.252071991,3.252071991,2.142071991,2.142071991,1.397112184,1.397112184,-2.57,910405.7607,4.270187777,3.725838535,1.481080335,116.6982578,0,11.40872432,7.236246576,0,5.907179729,0,9.694446915,10.08411129,0,5.098681808,6.052071746,35.27676349,20.5765644,4.112275669,18.54320627,17.31590405,0,25.51706829,4.992404733,13.70378423,0,35.37469836,0,0,0,0,0,0,37.2598678,4.794537184,0,31.86501574,34.5426986,1.411842078,5.57310453,0,87.13,66.39438664,4.794537184,0,0,9.991616288,0,0,0,0,20.51785673,13.74866908,77.10485073,0,17.02953845,10.1261468,-2.460068972,-2.428544029,-0.977430556,-1.768528912,-6.125963522,0,0.181818182,18,1,7,0,2,2,0,1,1,5,1,7,3,0,0,0,3,0.645,63.9497,0,0,0,0,0,4,1,0,0,0,1,1,0,0,1,5,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
O=C1N2C=C(C=CC2=NC=C1C1=NN=NN1)C1=CC=CC=C1,1,13.17400752,-1.101465944,13.17400752,0.364450745,0.604640363,290.286,280.206,290.0916089,106,0,0.268520325,-0.268043941,0.268520325,0.268043941,1.045454545,1.863636364,2.636363636,12.90284395,-0.093502714,0.694206569,-2.373071785,0.687103744,-2.482485234,3.220632187,-0.45126414,2.017876227,1327.6469,23.6433817,20.59152986,10.59152986,14.98384612,10.81658532,5.869371729,4.002071991,4.002071991,2.717768592,2.717768592,1.744161334,1.744161334,-3.35,12461058.73,5.79990429,4.884563464,1.956867218,139.0254678,0,11.40872432,7.236246576,0,5.907179729,0,9.694446915,10.08411129,0,5.098681808,30.21209354,33.66746971,12.35201306,12.33682701,18.54320627,22.88900858,0,25.51706829,4.992404733,0,0,66.05610608,0,0,0,0,0,0,37.2598678,4.794537184,0,23.724683,59.66065482,1.411842078,11.14620906,0,87.13,88.94511465,4.794537184,0,0,9.991616288,0,0,0,0,20.51785673,13.74866908,80.30515175,0,17.52372696,10.34491012,-1.64554385,-2.082010815,-4.963312646,-1.482921519,0,0,0,22,1,7,0,2,2,1,1,2,5,1,7,2,0,0,0,4,1.3922,79.9947,0,0,0,0,0,4,1,0,0,0,1,1,0,0,1,5,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CC1=CN2C(=O)C(=CN=C2C(C)=C1)C1=NN=NN1,1,12.95256614,-3.070835892,12.95256614,0.32010086,0.670485592,242.242,232.162,242.0916089,90,0,0.268516719,-0.268043999,0.268516719,0.268043999,1.388888889,2.277777778,3,12.19187554,-0.245934342,5.43E-17,-2.435533374,0.04950355,-2.502535293,2.839060024,-0.947799758,2.367456496,1009.786963,21.17928009,18.59152986,8.591529863,12.76376144,9.566585325,4.619371729,3.252071991,3.252071991,2.142071991,2.142071991,1.397112184,1.397112184,-2.57,910405.7607,4.270187777,3.725838535,1.481080335,116.6982578,0,11.40872432,7.236246576,0,5.907179729,0,9.694446915,10.08411129,0,5.098681808,6.052071746,35.27676349,20.5765644,4.112275669,18.54320627,17.31590405,0,25.51706829,4.992404733,13.70378423,0,35.37469836,0,0,0,0,0,0,37.2598678,4.794537184,0,31.86501574,34.5426986,1.411842078,5.57310453,0,87.13,66.39438664,4.794537184,0,0,9.991616288,0,0,0,0,20.51785673,13.74866908,77.10485073,0,17.02953845,10.1261468,-2.460068972,-2.428544029,-0.977430556,-1.768528912,-6.125963522,0,0.181818182,18,1,7,0,2,2,0,1,1,5,1,7,3,0,0,0,3,0.645,63.9497,0,0,0,0,0,4,1,0,0,0,1,1,0,0,1,5,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
O=C1N2C=C(C=CC2=NC=C1C1=NN=NN1)C1=CC=CC=C1,1,13.17400752,-1.101465944,13.17400752,0.364450745,0.604640363,290.286,280.206,290.0916089,106,0,0.268520325,-0.268043941,0.268520325,0.268043941,1.045454545,1.863636364,2.636363636,12.90284395,-0.093502714,0.694206569,-2.373071785,0.687103744,-2.482485234,3.220632187,-0.45126414,2.017876227,1327.6469,23.6433817,20.59152986,10.59152986,14.98384612,10.81658532,5.869371729,4.002071991,4.002071991,2.717768592,2.717768592,1.744161334,1.744161334,-3.35,12461058.73,5.79990429,4.884563464,1.956867218,139.0254678,0,11.40872432,7.236246576,0,5.907179729,0,9.694446915,10.08411129,0,5.098681808,30.21209354,33.66746971,12.35201306,12.33682701,18.54320627,22.88900858,0,25.51706829,4.992404733,0,0,66.05610608,0,0,0,0,0,0,37.2598678,4.794537184,0,23.724683,59.66065482,1.411842078,11.14620906,0,87.13,88.94511465,4.794537184,0,0,9.991616288,0,0,0,0,20.51785673,13.74866908,80.30515175,0,17.52372696,10.34491012,-1.64554385,-2.082010815,-4.963312646,-1.482921519,0,0,0,22,1,7,0,2,2,1,1,2,5,1,7,2,0,0,0,4,1.3922,79.9947,0,0,0,0,0,4,1,0,0,0,1,1,0,0,1,5,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CC1=CN2C(=O)C(=CN=C2C(C)=C1)C1=NN=NN1,1,12.95256614,-3.070835892,12.95256614,0.32010086,0.670485592,242.242,232.162,242.0916089,90,0,0.268516719,-0.268043999,0.268516719,0.268043999,1.388888889,2.277777778,3,12.19187554,-0.245934342,5.43E-17,-2.435533374,0.04950355,-2.502535293,2.839060024,-0.947799758,2.367456496,1009.786963,21.17928009,18.59152986,8.591529863,12.76376144,9.566585325,4.619371729,3.252071991,3.252071991,2.142071991,2.142071991,1.397112184,1.397112184,-2.57,910405.7607,4.270187777,3.725838535,1.481080335,116.6982578,0,11.40872432,7.236246576,0,5.907179729,0,9.694446915,10.08411129,0,5.098681808,6.052071746,35.27676349,20.5765644,4.112275669,18.54320627,17.31590405,0,25.51706829,4.992404733,13.70378423,0,35.37469836,0,0,0,0,0,0,37.2598678,4.794537184,0,31.86501574,34.5426986,1.411842078,5.57310453,0,87.13,66.39438664,4.794537184,0,0,9.991616288,0,0,0,0,20.51785673,13.74866908,77.10485073,0,17.02953845,10.1261468,-2.460068972,-2.428544029,-0.977430556,-1.768528912,-6.125963522,0,0.181818182,18,1,7,0,2,2,0,1,1,5,1,7,3,0,0,0,3,0.645,63.9497,0,0,0,0,0,4,1,0,0,0,1,1,0,0,1,5,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
O=C1N2C=C(C=CC2=NC=C1C1=NN=NN1)C1=CC=CC=C1,1,13.17400752,-1.101465944,13.17400752,0.364450745,0.604640363,290.286,280.206,290.0916089,106,0,0.268520325,-0.268043941,0.268520325,0.268043941,1.045454545,1.863636364,2.636363636,12.90284395,-0.093502714,0.694206569,-2.373071785,0.687103744,-2.482485234,3.220632187,-0.45126414,2.017876227,1327.6469,23.6433817,20.59152986,10.59152986,14.98384612,10.81658532,5.869371729,4.002071991,4.002071991,2.717768592,2.717768592,1.744161334,1.744161334,-3.35,12461058.73,5.79990429,4.884563464,1.956867218,139.0254678,0,11.40872432,7.236246576,0,5.907179729,0,9.694446915,10.08411129,0,5.098681808,30.21209354,33.66746971,12.35201306,12.33682701,18.54320627,22.88900858,0,25.51706829,4.992404733,0,0,66.05610608,0,0,0,0,0,0,37.2598678,4.794537184,0,23.724683,59.66065482,1.411842078,11.14620906,0,87.13,88.94511465,4.794537184,0,0,9.991616288,0,0,0,0,20.51785673,13.74866908,80.30515175,0,17.52372696,10.34491012,-1.64554385,-2.082010815,-4.963312646,-1.482921519,0,0,0,22,1,7,0,2,2,1,1,2,5,1,7,2,0,0,0,4,1.3922,79.9947,0,0,0,0,0,4,1,0,0,0,1,1,0,0,1,5,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CC1=CN2C(=O)C(=CN=C2C(C)=C1)C1=NN=NN1,1,12.95256614,-3.070835892,12.95256614,0.32010086,0.670485592,242.242,232.162,242.0916089,90,0,0.268516719,-0.268043999,0.268516719,0.268043999,1.388888889,2.277777778,3,12.19187554,-0.245934342,5.43E-17,-2.435533374,0.04950355,-2.502535293,2.839060024,-0.947799758,2.367456496,1009.786963,21.17928009,18.59152986,8.591529863,12.76376144,9.566585325,4.619371729,3.252071991,3.252071991,2.142071991,2.142071991,1.397112184,1.397112184,-2.57,910405.7607,4.270187777,3.725838535,1.481080335,116.6982578,0,11.40872432,7.236246576,0,5.907179729,0,9.694446915,10.08411129,0,5.098681808,6.052071746,35.27676349,20.5765644,4.112275669,18.54320627,17.31590405,0,25.51706829,4.992404733,13.70378423,0,35.37469836,0,0,0,0,0,0,37.2598678,4.794537184,0,31.86501574,34.5426986,1.411842078,5.57310453,0,87.13,66.39438664,4.794537184,0,0,9.991616288,0,0,0,0,20.51785673,13.74866908,77.10485073,0,17.02953845,10.1261468,-2.460068972,-2.428544029,-0.977430556,-1.768528912,-6.125963522,0,0.181818182,18,1,7,0,2,2,0,1,1,5,1,7,3,0,0,0,3,0.645,63.9497,0,0,0,0,0,4,1,0,0,0,1,1,0,0,1,5,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
O=C1N2C=C(C=CC2=NC=C1C1=NN=NN1)C1=CC=CC=C1,1,13.17400752,-1.101465944,13.17400752,0.364450745,0.604640363,290.286,280.206,290.0916089,106,0,0.268520325,-0.268043941,0.268520325,0.268043941,1.045454545,1.863636364,2.636363636,12.90284395,-0.093502714,0.694206569,-2.373071785,0.687103744,-2.482485234,3.220632187,-0.45126414,2.017876227,1327.6469,23.6433817,20.59152986,10.59152986,14.98384612,10.81658532,5.869371729,4.002071991,4.002071991,2.717768592,2.717768592,1.744161334,1.744161334,-3.35,12461058.73,5.79990429,4.884563464,1.956867218,139.0254678,0,11.40872432,7.236246576,0,5.907179729,0,9.694446915,10.08411129,0,5.098681808,30.21209354,33.66746971,12.35201306,12.33682701,18.54320627,22.88900858,0,25.51706829,4.992404733,0,0,66.05610608,0,0,0,0,0,0,37.2598678,4.794537184,0,23.724683,59.66065482,1.411842078,11.14620906,0,87.13,88.94511465,4.794537184,0,0,9.991616288,0,0,0,0,20.51785673,13.74866908,80.30515175,0,17.52372696,10.34491012,-1.64554385,-2.082010815,-4.963312646,-1.482921519,0,0,0,22,1,7,0,2,2,1,1,2,5,1,7,2,0,0,0,4,1.3922,79.9947,0,0,0,0,0,4,1,0,0,0,1,1,0,0,1,5,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CC1=CN2C(=O)C(=CN=C2C(C)=C1)C1=NN=NN1,1,12.95256614,-3.070835892,12.95256614,0.32010086,0.670485592,242.242,232.162,242.0916089,90,0,0.268516719,-0.268043999,0.268516719,0.268043999,1.388888889,2.277777778,3,12.19187554,-0.245934342,5.43E-17,-2.435533374,0.04950355,-2.502535293,2.839060024,-0.947799758,2.367456496,1009.786963,21.17928009,18.59152986,8.591529863,12.76376144,9.566585325,4.619371729,3.252071991,3.252071991,2.142071991,2.142071991,1.397112184,1.397112184,-2.57,910405.7607,4.270187777,3.725838535,1.481080335,116.6982578,0,11.40872432,7.236246576,0,5.907179729,0,9.694446915,10.08411129,0,5.098681808,6.052071746,35.27676349,20.5765644,4.112275669,18.54320627,17.31590405,0,25.51706829,4.992404733,13.70378423,0,35.37469836,0,0,0,0,0,0,37.2598678,4.794537184,0,31.86501574,34.5426986,1.411842078,5.57310453,0,87.13,66.39438664,4.794537184,0,0,9.991616288,0,0,0,0,20.51785673,13.74866908,77.10485073,0,17.02953845,10.1261468,-2.460068972,-2.428544029,-0.977430556,-1.768528912,-6.125963522,0,0.181818182,18,1,7,0,2,2,0,1,1,5,1,7,3,0,0,0,3,0.645,63.9497,0,0,0,0,0,4,1,0,0,0,1,1,0,0,1,5,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
O=C1N2C=C(C=CC2=NC=C1C1=NN=NN1)C1=CC=CC=C1,1,13.17400752,-1.101465944,13.17400752,0.364450745,0.604640363,290.286,280.206,290.0916089,106,0,0.268520325,-0.268043941,0.268520325,0.268043941,1.045454545,1.863636364,2.636363636,12.90284395,-0.093502714,0.694206569,-2.373071785,0.687103744,-2.482485234,3.220632187,-0.45126414,2.017876227,1327.6469,23.6433817,20.59152986,10.59152986,14.98384612,10.81658532,5.869371729,4.002071991,4.002071991,2.717768592,2.717768592,1.744161334,1.744161334,-3.35,12461058.73,5.79990429,4.884563464,1.956867218,139.0254678,0,11.40872432,7.236246576,0,5.907179729,0,9.694446915,10.08411129,0,5.098681808,30.21209354,33.66746971,12.35201306,12.33682701,18.54320627,22.88900858,0,25.51706829,4.992404733,0,0,66.05610608,0,0,0,0,0,0,37.2598678,4.794537184,0,23.724683,59.66065482,1.411842078,11.14620906,0,87.13,88.94511465,4.794537184,0,0,9.991616288,0,0,0,0,20.51785673,13.74866908,80.30515175,0,17.52372696,10.34491012,-1.64554385,-2.082010815,-4.963312646,-1.482921519,0,0,0,22,1,7,0,2,2,1,1,2,5,1,7,2,0,0,0,4,1.3922,79.9947,0,0,0,0,0,4,1,0,0,0,1,1,0,0,1,5,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CC1=CN2C(=O)C(=CN=C2C(C)=C1)C1=NN=NN1,1,12.95256614,-3.070835892,12.95256614,0.32010086,0.670485592,242.242,232.162,242.0916089,90,0,0.268516719,-0.268043999,0.268516719,0.268043999,1.388888889,2.277777778,3,12.19187554,-0.245934342,5.43E-17,-2.435533374,0.04950355,-2.502535293,2.839060024,-0.947799758,2.367456496,1009.786963,21.17928009,18.59152986,8.591529863,12.76376144,9.566585325,4.619371729,3.252071991,3.252071991,2.142071991,2.142071991,1.397112184,1.397112184,-2.57,910405.7607,4.270187777,3.725838535,1.481080335,116.6982578,0,11.40872432,7.236246576,0,5.907179729,0,9.694446915,10.08411129,0,5.098681808,6.052071746,35.27676349,20.5765644,4.112275669,18.54320627,17.31590405,0,25.51706829,4.992404733,13.70378423,0,35.37469836,0,0,0,0,0,0,37.2598678,4.794537184,0,31.86501574,34.5426986,1.411842078,5.57310453,0,87.13,66.39438664,4.794537184,0,0,9.991616288,0,0,0,0,20.51785673,13.74866908,77.10485073,0,17.02953845,10.1261468,-2.460068972,-2.428544029,-0.977430556,-1.768528912,-6.125963522,0,0.181818182,18,1,7,0,2,2,0,1,1,5,1,7,3,0,0,0,3,0.645,63.9497,0,0,0,0,0,4,1,0,0,0,1,1,0,0,1,5,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
O=C1N2C=C(C=CC2=NC=C1C1=NN=NN1)C1=CC=CC=C1,1,13.17400752,-1.101465944,13.17400752,0.364450745,0.604640363,290.286,280.206,290.0916089,106,0,0.268520325,-0.268043941,0.268520325,0.268043941,1.045454545,1.863636364,2.636363636,12.90284395,-0.093502714,0.694206569,-2.373071785,0.687103744,-2.482485234,3.220632187,-0.45126414,2.017876227,1327.6469,23.6433817,20.59152986,10.59152986,14.98384612,10.81658532,5.869371729,4.002071991,4.002071991,2.717768592,2.717768592,1.744161334,1.744161334,-3.35,12461058.73,5.79990429,4.884563464,1.956867218,139.0254678,0,11.40872432,7.236246576,0,5.907179729,0,9.694446915,10.08411129,0,5.098681808,30.21209354,33.66746971,12.35201306,12.33682701,18.54320627,22.88900858,0,25.51706829,4.992404733,0,0,66.05610608,0,0,0,0,0,0,37.2598678,4.794537184,0,23.724683,59.66065482,1.411842078,11.14620906,0,87.13,88.94511465,4.794537184,0,0,9.991616288,0,0,0,0,20.51785673,13.74866908,80.30515175,0,17.52372696,10.34491012,-1.64554385,-2.082010815,-4.963312646,-1.482921519,0,0,0,22,1,7,0,2,2,1,1,2,5,1,7,2,0,0,0,4,1.3922,79.9947,0,0,0,0,0,4,1,0,0,0,1,1,0,0,1,5,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CC1=CN2C(=O)C(=CN=C2C(C)=C1)C1=NN=NN1,1,12.95256614,-3.070835892,12.95256614,0.32010086,0.670485592,242.242,232.162,242.0916089,90,0,0.268516719,-0.268043999,0.268516719,0.268043999,1.388888889,2.277777778,3,12.19187554,-0.245934342,5.43E-17,-2.435533374,0.04950355,-2.502535293,2.839060024,-0.947799758,2.367456496,1009.786963,21.17928009,18.59152986,8.591529863,12.76376144,9.566585325,4.619371729,3.252071991,3.252071991,2.142071991,2.142071991,1.397112184,1.397112184,-2.57,910405.7607,4.270187777,3.725838535,1.481080335,116.6982578,0,11.40872432,7.236246576,0,5.907179729,0,9.694446915,10.08411129,0,5.098681808,6.052071746,35.27676349,20.5765644,4.112275669,18.54320627,17.31590405,0,25.51706829,4.992404733,13.70378423,0,35.37469836,0,0,0,0,0,0,37.2598678,4.794537184,0,31.86501574,34.5426986,1.411842078,5.57310453,0,87.13,66.39438664,4.794537184,0,0,9.991616288,0,0,0,0,20.51785673,13.74866908,77.10485073,0,17.02953845,10.1261468,-2.460068972,-2.428544029,-0.977430556,-1.768528912,-6.125963522,0,0.181818182,18,1,7,0,2,2,0,1,1,5,1,7,3,0,0,0,3,0.645,63.9497,0,0,0,0,0,4,1,0,0,0,1,1,0,0,1,5,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
O=C1N2C=C(C=CC2=NC=C1C1=NN=NN1)C1=CC=CC=C1,1,13.17400752,-1.101465944,13.17400752,0.364450745,0.604640363,290.286,280.206,290.0916089,106,0,0.268520325,-0.268043941,0.268520325,0.268043941,1.045454545,1.863636364,2.636363636,12.90284395,-0.093502714,0.694206569,-2.373071785,0.687103744,-2.482485234,3.220632187,-0.45126414,2.017876227,1327.6469,23.6433817,20.59152986,10.59152986,14.98384612,10.81658532,5.869371729,4.002071991,4.002071991,2.717768592,2.717768592,1.744161334,1.744161334,-3.35,12461058.73,5.79990429,4.884563464,1.956867218,139.0254678,0,11.40872432,7.236246576,0,5.907179729,0,9.694446915,10.08411129,0,5.098681808,30.21209354,33.66746971,12.35201306,12.33682701,18.54320627,22.88900858,0,25.51706829,4.992404733,0,0,66.05610608,0,0,0,0,0,0,37.2598678,4.794537184,0,23.724683,59.66065482,1.411842078,11.14620906,0,87.13,88.94511465,4.794537184,0,0,9.991616288,0,0,0,0,20.51785673,13.74866908,80.30515175,0,17.52372696,10.34491012,-1.64554385,-2.082010815,-4.963312646,-1.482921519,0,0,0,22,1,7,0,2,2,1,1,2,5,1,7,2,0,0,0,4,1.3922,79.9947,0,0,0,0,0,4,1,0,0,0,1,1,0,0,1,5,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
