smiles,Td,min_bde_pred
OC(=O)C1=CN=C(N=C1)C1=CC=CC=C1,493.15,21.616077
CC1=CC=C(C)N1C1=CC2=C(CCC3=C2N(OCC2=CC=CC=C2)C(=O)C(=O)N3)CC1,493.15,27.245571
CCOC(=O)C1=CC=C(NC(=O)NCC2=CN(C=C2)C2=CC3=C(CCC4=C3N(O)C(=O)C(=O)N4)CC2)C=C1,493.15,13.2783375
CCOC(=O)CN1C(=O)C(=O)NC2=C1C1=C(C=CC(=C1)N1C=CC(CN3CCN(CC4=CC=CC=C4)CC3)=C1)C=C2,493.15,3.9587002
CC1CCCCN1C(NC(=NC1=CC=CC=C1)C1=CC=CC=C1)=NC1=CC=CC=C1,493.15,23.572899
CN(C)C1=CC=CC(NC(=O)NC2CN(C(=O)C(C)(C)C)C3=C(C=CC=C3)N(CC(=O)C3=CC=CC=C3C)C2=O)=C1,493.15,12.610193
OC(=O)C1=CN=CN=C1O,493.15,16.497356
CCOC1=CC=C2CC(=NO)C(=O)C2=C1,493.15,22.71414
C(C1COC2=CC=C3N=CC=NC3=C2O1)N1CCC(=CC1)C1=CNC2=CC=CC=C12,493.15,15.137932
NC(=O)C1CCCN1C1=NC(=NC2=C1C=C(N2)C(O)=O)C1=CC=CC=C1,493.15,21.05854
CN1C=CC2=CC=CC(=C12)C1=C(C(=O)NC1=O)C1=CNC2=CC=C(C=C12)C#N,493.15,16.01936
ONC(=N)C1=CC2=C(C=C(CCCCCC3=CC4=C(O3)C=C(C=C4)C(=N)NO)O2)C=C1,493.15,17.27866
NCC1CC2=C(O1)C(=CC=C2)C1=CC2=C(O1)C=CC=C2,493.15,28.765285
NCC1CC2=C(O1)C1=C(CCCC1)C=C2,493.15,23.05049
C\C=C1/NC(=O)[C@H](CC2=CC=CC=C2)NC1=O,493.15,27.759146
OC1=CC=C(C=C1)C1=COC2=CC(O)=CC(O)=C12,493.15,21.5158
COC(=O)[C@@H]1CC2=CC=CC=C2N1C1=NNC(=O)C=C1,493.15,27.56947
CNC1=NC=CC=C1C1(O)CCN(CC23CC(C4=CC=CC=C24)C2=C3C=CC=C2)CC1,493.65,25.36678
CN(C)C1=NC2=C(NC(CC3=CC=CC=C3)=N2)C(=O)N1,493.65,27.239136
NC(=O)C(C#N)=C1NC2=C(O1)C=CC=C2,494.15,29.252687
CCCCCCCCCCCC(=O)NCC(=O)N[C@H]1[C@H](C)O[C@H](NC2=C3N=CNC3=NC=N2)[C@@H](O)[C@@H]1O,494.15,55.88345
NC1=NC(=C(N1CC(O)=O)C1=CC=CC=C1)C1=CC=CC=C1,494.15,24.919373
CCNC(CC1=CC=C(OCCON=C(C)C2=CC=C(C=C2)C2=NC=CC=C2)C=C1)C(O)=O,494.15,20.882584
NNC1=CC2=C(CCN(C2)C(=O)C2=CC=CC=C2)N=N1,494.65,18.00375
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@H]1OCO[C@@]21C(=O)CO,494.65,59.89138
CC(C)N(CCN1C(=O)\C(=N\NC(N)=O)C2=CC(N)=CC=C12)C(C)C,494.65,30.808147
CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1N1C=CC(NC(C)=O)=NC1=O,494.65,36.796425
CC(C(N)C(O)=O)C1=CNC2=CC=CC=C12,494.65,27.356861
CC(C)C1=CC2=C(OC(CN)C2)C(=C1)C1=CC=CC=C1,494.65,25.691565
OCC1=CC=C(C=C1)C1=CC=C(\C=C\C(=O)NO)C=C1,494.65,23.630562
CN1C=C(C=C1C1=CC=CC=C1)C1=CC2=NC=CN=C2N1,494.65,25.655453
CN1CCC2=C(C1)C1=C(C=CC(C)=C1)N2CCC1=NOC(=N1)C1=CC=CC=C1,494.65,26.833366
CCOC(=O)C1=CC=C(C=C1)C#CCN1C(CC)=NC2=C1C1=C(C=CC=C1)N=C2N,494.65,13.127222
CN1C2=C(CCN(C)CCCCC2)C2=C1C=CC=C2,495.15,28.064754
COC1=C(OC)C=C2C(=C1)N(C(=O)C1=CC=CC=C1)C1=C2CC(CC1)(C(O)=O)C(O)=O,495.15,14.756506
CC(=O)C1=CN(C(=O)NC1=O)C1=C(CC(O)=O)C=CC=C1,495.15,14.066565
CCOC(=O)C1=CC2=C(NC3=CC=CC(C)=C23)C=N1,495.15,30.869678
CC1=CC=C(C=C1)C(=O)C1=CC=CC(\C=C\C(O)=O)=N1,495.15,9.810211
CC(=O)NCC(=O)N1CC(=O)N(CC(N)=O)C1(C)C,495.15,58.26024
N1C2=C(O2)C=CC2=C1C=CC=C2,495.15,17.677917
NC1=NN=C(C2=CC=CC=C2)C2=CC=CC=C12,495.15,-3.2597866
CC1=CC=CC(NC2=NC=NC3=C2C=C(NC(=O)C=C)N=C3)=C1,495.15,8.269861
O=C1OCC(COC2=CC3=C(NC(=O)CC(=N3)C3=CC=CC(=C3)C#N)C=C2C#CC2=CC=CC=C2)O1,495.15,7.304085
COC1=CC=C(C=C1)C#CC1=NC2=C(N=C(N)NC2=O)N1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,495.15,21.799185
CCCOC1=C(C=C(C=C1)C#N)C1=NC(=O)C2=NN=NC2=N1,495.35,12.04796
COC1=C(C=CC=C1)C1=NC(N)=C(N)C(=O)N1,495.65,14.660643
NC1CCC2N(C1)C1=C(CC3=C2C=CC=C3)C=CC=C1,495.65,13.597576
OC(=O)C1=CC=C(C=C1)C#C,495.65,13.918312
N[C@H]1[C@@H](O)[C@@H](O[C@@H]1C(O)=O)N1C=NC2=C(NC(=O)C3=CC=CC=C3)N=CN=C12,495.65,20.393108
CC(=NNC(N)=O)C1=C(C)NC(=N1)C1=CC=CN=C1,495.65,24.217796
CC(O)CN1CCN(CC1)C1=C(C=CC=N1)C(O)=O,495.65,13.329496
NC(=N)C1=CC=C(C=C1)N1CC(OC1=O)C(=O)N1CCN(CC(O)=O)CC1,495.65,19.80206
O=C1C=CN2C3=C(C=CC=C3)C3=CC(=CC1=C23)C#N,495.65,11.094675
NC1=NC(=CC=C1)C1=CC=C(CCNC2C3CC4CC(C3)CC2C4)C=C1,495.65,20.860867
CC(C)(C)OC(=O)N1C=C(C(=O)C=C(O)C(O)=O)C2=CC(O)=CC=C12,495.65,24.262936
OC(=O)C1=CC2=C(N1)C1=C(OCCO1)C=C2,495.65,19.482246
CC(C)(C)C1=CC=C2C(=O)NC(=O)C(=CNCC3=NC=C(C4=COC=C4)C(O)=C3)C2=C1,495.65,12.657478
NC1=CC2=C(C=N1)N=CN=C2NC1=CC(=CC=C1)C#C,495.65,7.952216
CC1=C(CCOC2=CC=C(CC(C(N)=O)C(N)=O)C=C2)N=C(O1)C1=CC=CC=C1,496.05,20.934475
CN1CC(O)(C1)C(O)=O,496.15,82.33775
COC1CCC2=C(C(C)=O)C(=O)NC(C)=C2C1,496.15,8.389547
CC1=NC(=CN1)C1=CC=C(C=C1)N=CNC#N,496.15,19.005877
ON=CC1=CN=NC2=CC=CC=C12,496.15,13.643502
CC(CC(O)=O)C(=O)C1=CC2=C(C=C1)N=C(O)N2,496.15,10.788971
COC1=CC2=C(C=C1OC)C1CC3=C(CCN1CC2)C=CC=C3,496.15,8.04653
CC1=C2CCC(=CC3=NC=CN3C(C3=CC=CC=C3)(C3=CC=CC=C3)C3=CC=CC=C3)C(=O)N2C2=CC=CC=C12,496.15,27.347416
COC(=O)C1=NN2C(NC(COC(C)=O)=CC2=O)=N1,496.15,43.166855
CN(C)C(=O)C1CC2=CC=C(NC(=O)OCC3=CC=CC=C3)C=C2NC1=O,496.15,13.497868
CN1CCN(CC1)C1=CC2=C(NC(=O)CC(=N2)C2=CC=CC(=C2)C#N)C=C1C#CC1=CC=CC=C1,496.15,3.0698335
OC(=O)C1=CC=C(COC2=CC(C=O)=C(O)C=C2)C=C1,496.15,13.7052555
COC1=C(OC)C(=CC(CC2=CN=C(N)N=C2N)=C1)C#CCCCC(O)=O,496.15,7.9491525
CC(C)(OC1=CC=C(CCNCC(O)C2=CC=CC=C2)C=C1)C(O)=O,496.15,20.732506
CC1CCC2=C(C1)C=NC1=CCC(=O)C3=C1N2C1=C3C=NC=C1,496.65,55.88292
OCCCN1CCN(CC1)C1=C(C=CC=N1)C(O)=O,496.65,13.329496
CN1CCN(C1=NC#N)C1=CC(C)(C)OC2=C1C=C(C=C2)C#N,496.65,12.816087
CNC(=O)NC1=CC=C(C=C1)C1=NN=C(C)CC2=C1C=C1OCOC1=C2,496.65,15.680029
OC(=O)\C=C\C1=NOC(=N1)C1=CC=C(C=C1)C#N,496.65,21.543203
CCOC1=C2OC(C)(C)C=C(CC)C2=CC(CC2=CN=C(N)N=C2N)=C1,496.65,16.457272
O=C(NC1=NC2=C(C=CC=C2)C2=NC=CN12)C1=CN=CC=C1,496.65,16.232044
O=C(CC1CCCCN1)C1=CC=C(C=C2C3=CC=CC=C3C3=C2C=CC=C3)C=C1,496.95,15.191711
NC1=C(N=O)C(=O)NC(=N1)C1=C(OCC=C)C=CC=C1,497.15,13.829449
COC1=CC=C(C=C1)C1=CC(=NN1)C1=C(C=CC=C1)C(O)=O,497.15,10.084272
CC(CN1CCC2=C(C1)C(=O)OC1=C2C=CC(C)=C1)N(C)C,497.15,2.1804795
CCOC(=O)CC[C@H](NC(=O)C1=CC=C(C=C1)N1CCN(CC1)C1=C(C)N=C(N)N=C1N)C(=O)OCC,497.15,12.388077
NC1=C(C(O)=O)C2=CC=CC=C2N=C1C1=CC=C(C=C1)C1=CC=CC=C1,497.15,7.0650806
CCCCCCC1=CC=C2N(CCN3CCN(CC4=CC=CC=C4)CC3)C(=O)C(=O)C2=C1,497.15,25.177044
CC1=CC=C(C=C1)C1=C(N=C(N1)C1=CC2=CC=CC=C2N=C1)C(O)=O,497.15,11.604621
CCCCN1C(=O)C2=C(C=C(OC)C(OC)=C2)C2=CN=C3C=C4OCOC4=CC3=C12,497.15,2.6562119
O=C1NC(=O)C(=NNC2=CC=C(CN3CCCCC3)C=C2)C2=CC(=CC=C12)C1=COC=C1,497.15,12.580032
NC(=O)C1=CC=C(C=C1)C(N)=NO,497.65,15.43947
CCOC(=O)C1=NC(=CC(C)=C1)C1=CC=C(NC(C)=O)C=C1,497.65,21.166626
CC(CN)N1CCN(CC1)C1=NC=CC=C1,497.65,29.341534
CC(C)(CC1=NC2=C(N1)C=CC=C2)C(O)=O,497.65,27.778015
CC1=C(C=CC=C1)C1=C(C=CC=C1)C(N)=O,497.65,13.076557
NC(=NO)C1=CC=C2C(=O)OCC2=C1,497.65,15.425223
N1C(=CC2=NC=CN=C12)C1=C2C=CC=CN2C=C1,497.65,29.3956
COC1=C2C=CC(OCC3=CC=CC=C3)=CN2C(C(=O)C2=CC3=C(C=C2)N=C(OC3=O)C2=CC=CC=C2)=C1C,497.75,7.1847115
CCN1C=C(C(O)=O)C(=O)C2=C1N=CN=C2,498.15,14.6889515
C[C@]12CCC3=C(CCC4=C3C=CC(O)=C4)C1=CCC2=O,498.15,12.7605
COC1=C(C=NNC(NN=CC2=C(OC)C=C(NC(C)=O)C=C2)=NN=CC2=C(OC)C=C(NC(C)=O)C=C2)C=CC(NC(C)=O)=C1,498.15,12.629545
CC(C)NCC(O)C1=CC(C#N)=C(N)C(=C1)C#N,498.15,10.710517
C[C@]12CC=C3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,498.15,64.8324
CO[C@@H]1CN[C@@H](C1)C(O)=O,498.15,68.614586
CN(C)C1=CC=CC(=C1)C1=CC2=C(C=CC=N2)C(=O)N1C,498.15,11.336682
OC(=O)C1=C2[C@@H]3CCCN3C(=O)C3=C(C=CC=C3)N2C=N1,498.15,10.233635
CC1=C(NC(=O)N1)C(=O)OC(C)(C)C,498.15,73.415276
NCCN1CCN(CC(O)=O)CC1,498.15,60.883354
OC(=O)CC1CC2=CC(=CC=C2C1=O)N1C=CN=C1,498.15,21.892847
COC1=C(C=NN1C)C(O)=O,498.15,79.623856
CC(C)CC(=NNC1=CC=C(C=C1)C1=NNC(=O)CC1)C1=CC=NC=C1,498.15,19.914816
NCC(=O)C1=CC=C(OCC2=CC=CC=C2)C=C1,498.15,16.084118
O[C@@H]([C@@H]1C[C@@H]2CCN1C[C@@H]2C=C)C1=C2C=CC=CC2=NC=C1,498.15,10.205261
CC1=CC2=NC(=CN2C=C1)C(=O)N1CCN(CC1)C1=CC=C2NC(=O)CCC2=C1,498.15,11.185987
CN(C)C(N[C@H]1[C@H](O)C(C)(C)OC2=C1C=C(C=C2)C#N)=NC#N,498.15,11.38522
ON1C(=O)C(=O)NC2=C1C=CC1=C2CCCC1,498.15,7.236552
COC1=CC(COC2=NN3C=C(N=C3C=C2)C(O)=O)=CC(OC)=C1OC,498.15,17.42685
NC(=O)N1N=C(C#N)C(C#N)=C1N,498.15,65.18414
NC1=C2N=CN([C@H]3O[C@@H](CO)[C@H](O)[C@@H]3O)C2=NC=N1,498.15,71.96284
OC1=CC=C2C=CC(O)=C(C=NNC(=O)C3=CC4=CC=CC=C4C=C3O)C2=C1,498.15,-0.9644334
COC(=O)C1=C(C)N=C(N)O1,498.15,69.2983
NC1=CC=CC(=N1)C1=CC=C(CCN2CCN(CC(=O)C3=CC=CC=C3)CC2)C=C1,498.15,20.93445
N[C@@H](CCCC1OCCO1)C(O)=O,498.15,55.984074
COC(=O)C(C)N1CCC2(CC(=NO2)C2=CC=C(C=C2)C#N)CC1,498.15,18.707108
CC1=C2N=C(O)C=C(C(O)C3=NC=CC=C3)C2=CC=C1,498.15,5.607045
CC(C)CC1=NC2=CC=C(O)C=C2C(C2=CC=CC=C2)=C1CNC(=O)OC(C)(C)C,498.15,3.7553961
CN1CCN(CC1)C1=CC=C(C=N1)C1=CC2=C(NCCN2)N=C1,498.15,26.45641
C[C@@H]1CCCN1CCCOC1=CC2=C(C=C1)C1=CC(=O)NN=C1CC2,498.15,16.475834
COC1=CC=C(CN2CCC(C(O)C2)N2CCC(CC2)C(=O)C2=CC=C(OC)C=C2)C=C1,498.15,10.673366
COC1=CC(OC)=C2C(=O)NC(=NC2=C1)C1=CC=CC(=N1)N1CCN(CC(O)=O)CC1,498.15,12.393306
COC1=C(OC)C(OC)=C(CC(C)(C)NCC(O)C2=C(OCC3=CC=CC=C3)C=CC=C2)C=C1,498.65,16.429325
CNC(=O)N(NC(C)=O)[C@H]1[C@H](O)C(C)(C)OC2=C1C=C(C=C2)C#N,498.65,11.690842
CN[C@]12CC=CC[C@H]1CCC1=CC=CC=C21,498.65,19.80701
C[C@H]1CCC[C@@H](C)N1CC1=NC2=CC=C(NC(=O)C3=CN=C(C=C3)C3=CC=C(C)C=C3)C=C2C=C1,498.65,8.886156
OC(=O)C(CC1=CNC=N1)NC1=NC2=CC=CC=C2C=C1C(O)=O,498.65,10.284884
NC1=NC(N)=C2C3=C(C=CC2=N1)N(CC1=CC=CC=C1)C=C3,499.15,18.09473
COC1=C(C=CC=C1)N1CCN(CC2CC3=CC(OC)=C(OC)C=C3C2O)CC1,499.15,6.7340126
C[C@H](NC(C)=O)C(=O)NC1=CC=C(C=C1)C1=NC=C(C(O)=O)C(O)=N1,499.15,16.960596
CCCC1=CC=C2C=CC(CC3=CN=C(N)N=C3N)=NC2=C1OC,499.15,12.593733
CCNC1=NC(=CN1)C1=CC=C(C=C1)N=CNC(C)C,499.15,18.986452
CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)CN)C(O)=O,499.15,27.31674
CC1=CC(NC(=O)CC#N)=NO1,499.15,65.12011
COC1=CC=C(C=C1)C1=NC=CC2=C1N=NNC2=O,499.15,8.6701355
CN1C(NC(=O)C2=C(C)C=CC=C2)=NC(=O)C2=CC=CC=C12,499.15,4.1116858
CC1=NN=C(C2=CC=C(NC(=O)C(C)(C)C)C=C2)C2=C(C1)C=C1OCOC1=C2,499.15,15.680031
CC1=NN=C(C2=CC=C(NC(=O)CCCC(O)=O)C=C2)C2=C(C1)C=C1OCOC1=C2,499.15,15.680031
COC1=C(OC)C=C2C(=C1)N=CN=C2N1CCC2=CC=C(NC(C)=O)C=C12,499.15,5.8105707
OC(=O)C1=CC=C(C=C1)N1CCN(CC2=CC=CC=C2)CC1,499.15,13.168302
COC1=CC=C(C2=NC(C(O)=O)=C(N2)C2=CC=C(C)C=C2)C2=CC=CC=C12,499.15,2.1629374
CN(CCN1CCNCC1)C(=O)C1=NC=CC=C1,499.15,23.563412
OC(C1CCCCN1C(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,499.35,30.719387
CC1=C(CN2CCCC2)N2C(=N1)C1=C(NC3=C2C=CC=C3)C=CC=C1,499.65,13.351896
COC(=O)C1=CC=C(NC(=O)CN2CCN(CC2)C(=O)C2=CC(OC)=C(OC)C=C2)C=C1,499.65,12.238148
CCN(CC)C(=O)C1=CN=C(NC=C(C#N)C#N)C=C1,499.65,8.943489
COC1=C(OC)C=C2C(=O)N=C(NC(=O)C3=CC=CC=C3)NC2=C1,499.65,5.2652907
COC1=NC=CC=C1C1(O)CCN(CC23CC(C4=CC=CC=C24)C2=C3C=CC=C2)CC1,499.65,25.886246
COC1=C(OC)C=C2C(=C1)N=CN=C2N1CCC2=C1C=C1OCOC1=C2,499.65,5.830163
CC[C@H](NC1=CC2=CC=CC=C2C=C1)C(O)=O,499.65,16.23399
CN1N=C2OCCN(CC3=CC=CC=C3)C2=C(C=NO)C1=O,499.75,21.769518
OC=C1CCCC2=C1OC=C(C=O)C2=O,499.95,17.12717
OC(=O)[C@H](CNC(=O)C1=CC(OCCNC2=NCCN2)=NO1)NC(=O)OCC1=CC=CC=C1,499.95,27.22039
COC1=C(OC)C2=C(CCC3=C(CCN(C2)C=O)C=C(O)C=C3)C=C1,500.15,10.25881
OC1=CC=C(C=C1)C(=O)OC1=CC=CC2=CC3=CC=CC(OC(=O)C4=CC=C(O)C=C4)=C3C(OC(=O)C3=CC=C(O)C=C3)=C12,500.15,9.881621
CC(N\C(C#N)=C(/N)C#N)C#N,500.15,67.07008
OC(=O)C1=CC(=CN1)C1=CC=CC=C1,500.15,25.700636
CC1=C(CCCNC2=NC(=O)CN2)NC=N1,500.15,66.46715
NC1=NC2=C(N=CN2CC(O)CCO)C(=O)N1,500.15,48.353424
COC(=O)C1=CC=C(CCN2CCN(C2=O)C2=CC=C(C=C2)C(N)=N)C=C1,500.15,12.974682
CC1=C(O)C(C)=C2CC(C)(C)N=CC2=C1,500.15,10.194179
COC1=C2N=CC(C#N)=C(NC3=CC(O)=C(C)C=C3)C2=CC(N)=C1,500.15,7.983989
CC1=CC=C(C=C1)C1=C(N=C(N1)C1=CC2=CC=CC=C2C=C1)C(O)=O,500.15,15.79205
CCC1=CC=C(C=C1)C1=CC2=C(C=C1)N=C(CC(=O)N2)C1=CC=CC(=C1)C#N,500.15,13.648836
OCC1=NC2=CC=CC=C2C=C1,500.15,14.96319
CN1CCC2=C(C1)C1=C(C=CC=C1)N2CCC1=NOC(=N1)C1=CC=CC=C1,500.15,26.833366
CCC1(O)C(=O)OCC2=C1C=CNC2=O,500.15,20.071411
CNC(=O)C1=CC(=NN(CC2=CC=C(NC(=O)C3=CC=CN=C3)C=C2)C1=O)C1=CC=C(OC)C=C1,500.25,13.122416
COC1=C(O)C=C2C(=C1)N=CN=C2N(C)CCC1=NC=CC=C1,500.65,4.046688
CC(C)(C)C1=C(OCC(O)COC2=CC=CC3=C2OC(=CC3=O)C(O)=O)C=CC=C1,500.65,12.003021
O=C(C=CC1CC=CC=C1)C1=CC=CC=C1,500.65,16.413368
O=C1NC2=C(NN3C=CC=C13)C=CC=C2,500.65,21.172234
COC(=O)C1=CC(=CC=C1O)C(N)=N,500.65,4.548437
O=C(NC1=NC(=O)C2=CC=CC=C2N1)C1=CC=CC=C1,500.65,12.004306
CCOC(=O)C1=NN2C(=O)C3=C(C=CC(NC(=O)C4=CC=C(C)C=C4)=C3)N=C2C=C1,500.65,8.677071
CC(=O)NC1=C(NC(=O)CCCN)C=C(C=C1)C(O)=O,500.65,12.813408
CC1=CC=CC=C1CO,500.65,19.757607
CCOC1=C(OCC)C=C2C(C=C(CO)C(CO)=C2C2=CC(NN)=NC=C2)=C1,500.65,-8.156911
COC(=O)C1=CC2=CC(O)=C(OC)C=C2C(C2=CC=NC=C2)=C1C(=O)OC,500.65,-4.9557858
CC1=CC=C(C=C1)C1=CC=C2CC(=CC2=C1)C(O)=O,500.65,25.801064
CC(C)N(C(C)C)C(=O)CN,500.65,54.800774
CN(C)CC1=CC=C(C=C1)C1=C2CCNC(=O)C3=CC=CC(N1)=C23,500.65,21.157265
N#CC1=CC(C2=NC3=C(N2)C=CC=C3)=C(C=C1)C1=CC=C(O1)C1=C(C=C(C=C1)C#N)C1=NC2=C(N1)C=CC=C2,500.65,13.886983
C[N+](C)(C)NCCC([O-])=O,500.65,57.041718
OC(=O)C1=CC=C(C=C1)N1CCCCC1,500.65,13.304012
COC1=CC=C(N=N1)N1N=C(C=C1C1=NC=CC=C1)C(O)=O,500.65,28.768787
O=C(NC1CCN(CCCOC2=CC=CC3=CC=CC=C23)CC1)C1=CC=CC=C1,501.15,13.117502
COCC(=O)NC1=CC(=CC(NC(=O)COC)=C1)C(O)=O,501.15,21.055355
OC(=O)\C=C\C1=C(C=CN=N1)C1=C2C=CC=CN2N=C1C1=CC=CC=C1,501.15,25.744274
CCC1=NC2=CC=C(CNC(=O)OC(C)(C)C)C=C2C(=O)C1,501.15,8.516022
NC(=O)C1=CN=C(N)C(N)=C1,501.15,18.351233
COC1=CC=C(C=C1)C1=C(C(=O)NC1=O)C1=C2CC(CO)CCN2C2=CC=CC=C12,501.15,21.816261
CCOC(=O)NC(=O)C1C2=CC=CC=C2OC2=C1C=CC=C2,501.15,15.972789
CCC1=C(C(=O)C(N)=O)C2=C(OCC(=O)NOC)C=CC=C2N1CC1=CC=CC=C1,501.15,27.688904
CC1=NN(C(=O)C1=NNC1=CC=CC(C2=CC(=CC=C2)C(O)=O)=C1O)C1=CC(C)=C(C)C=C1,501.15,14.974757
CCC(=O)NC1=C(O)C=CC(NC(C)=C2C(=O)OC(=O)C(C(C)=O)=C2O)=C1,501.65,13.925087
CN1N=C(C)C(NC2=NCCN2)=C1C,501.65,71.80711
CC(=O)NC1=CC(NC(C)=C2C(=O)OC(=O)C(C(C)=O)=C2O)=CC(N)=C1,501.65,34.95559
CCOC(=O)C1=C(N)N=C2OC3=C(C=C(C=C3)C(C)=C)C(=O)C2=C1,501.65,6.4072633
CN=C1C2CCCCC2C2=C(C)C=CC(O)=C12,501.65,33.941807
CC(C)(C)OC(=O)N1C[C@@H](N)C[C@H]1C(O)=O,501.65,74.33563
CC(C)[C@H](NC(=O)OCCN1CCOCC1)C(=O)NC(CC1=CC=CC=C1)C(O)C(O)C(CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)OCCN1CCOCC1)C(C)C,501.65,26.672508
COC1=CC=C(C=C1)C(=O)CNC(=O)C1=CC=NC=C1,501.65,16.125786
COCCOC1=CC2=C(NC(=O)CC(=N2)C2=CC=CC(=C2)C(N)=O)C=C1C#CC1=CC=CC=C1,501.65,7.319126
O=C1NCCC2=C(NC3=C2C1=CC=C3)C1=CC=C(CCN2CCCC2)C=C1,501.65,21.83372
CC(C)N1C(=O)N=CC2=CN=C(NC3=CC=C(C=C3)N3CCN(C)CC3)N=C12,501.65,12.045235
CC(=O)C1=CC=C(COC2=CC(=CN=C2)C(=O)NC2=CC=C(C=C2)C#N)C=C1,501.65,16.399414
NCC1CNCCC1N,502.15,61.99807
CC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=NC(N)=C(N=O)C(=O)N1,502.15,26.868822
CCOC(=O)C1=CN=C(NC1=O)C1=C(N)C=CC=C1,502.15,17.2491
COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1N(C)C,502.15,15.914997
NC(=O)C1=CC=C(C=C1)C1=CC=CC2=CN=CN12,502.15,15.057875
CC(C)(C)OC(=O)CN(N)C(=O)C1=CC(=O)C(O)=CN1,502.15,13.689756
CC1CC(=O)NC2=C1C1=C(N=CC=C1)C(=N2)C(N)=O,502.15,15.085078
CN1CCC2(CC1)NC1=CC=CCC1=C1N=C3C=CC=CC3=C21,502.15,29.39373
C[C@@H]1N2C(=O)CCC2(C)NC1=O,502.15,68.797874
CCCN[C@H]1CN2C(=O)N(OC)C3=C2C(C1)=CC=C3,502.15,30.502716
COC1=CC(NC2=NC(C)=CC(=O)N2)=CC(OC)=C1OC,502.15,16.585007
COC(=O)C1=CC=C2C=C(OC)C(=CC2=C1)C#N,502.15,-1.8131555
CC(C)(C)C1=CC=C(CN2CC[C@@H]3[C@H](CCC4=C3C=CC=C4)C2)C=C1,502.65,17.41616
CN=C(N)NCC(O)=O,503.15,55.127987
N(C(C1=CC=CC=C1)C1=NC=CC=C1)C1=CC=NC=C1,503.15,28.586357
CCCCCCCCCCCCCCCCOCC(O)CN1CCNCC1,503.15,60.69767
OC(=O)C1=CC=C(N1)C(=O)C1=CC=CC=C1,503.15,18.11134
CN[C@H]1C[C@H]2[C@@H]3CCC4=C(C=CC(OC)=C4)[C@H]3CC[C@]2(C)[C@@H]1O,503.15,13.144991
CNC(=O)OC1=CC(C)=C(N=CC2=C(O)C=CC=C2)C(C)=C1,503.15,19.00869
CNC(NN1CC2=C(C)C=CC(C)=C2C1)=NC,503.15,36.05236
CN1C=CC(=O)C(O)=C1C,503.15,16.24695
NC1=NC=C(CC2=C3C=CC=NC3=C(O)C(CC=C)=C2)C(N)=N1,503.15,8.032106
CCC1=C2NC3=C(C(N)COC3(CC)CC(=O)OC)C2=CC=C1,503.15,31.593315
CC1=C2N=NC(C(O)=O)=C(O)C2=CC=C1,503.15,13.535877
CC(=O)OC1=CC=C(OC(C)=O)C2=C1C(=O)C1=CN3CC4=CC=CC=C4CC3=C1C2=O,503.15,16.513678
OC1=CC=CC2=C1NC1=C2C=CN=C1C1=C[C@@]2(O)CC\C=C/CCCCN3CCC1[C@]1(C[C@@H]4CCC(=O)CCCN4[C@@H]21)C3,503.15,33.59749
CC(C)(C)OC(=O)C[C@H](NC(=O)C1=CC(NC(=O)C2=CC=C(C=C2)C(N)=N)=CC=C1)C(=O)N[C@@H](CC1=CC=CC2=CC=CC=C12)C(O)=O,503.15,14.316914
NCC1CCC2=CC=CC=C2C1,503.15,18.518929
CC(=O)N1C[C@H](C2=CC(O)=C(O)C=C2)C2=CC=C(O)C(O)=C2C1,503.15,9.716944
COC1=C(CC2=CNC3=CC=CC=C23)NC(=O)C(CC(C)C)=[N+]1[O-],503.15,27.31941
CC1NC2=CN=CC=C2NC1=O,503.15,21.17646
O=C1NC2=CC=C(C=C2N(OCC2=CC=CC=C2)C1=O)N1C=CN=C1,503.15,9.323617
COC1=CC=C2[C@H](CN(CC2=C1OC)C(C)=O)C1=CC(OC)=C(OC)C=C1,503.15,10.715024
CC1=C2NC=CC2=CC=C1,503.15,33.283123
NC1CCC2=C(C1)C1=CC(O)=CC=C1N2,503.15,24.389957
O=CC1=CN(C=C1)C1=CC2=C(CCC3=C2N(OCC2=CC=CC=C2)C(=O)C(=O)N3)CC1,503.15,27.245571
CNC(=O)NC1=C(NC2=C(C)C=CC(C)=C12)C(=O)OC,503.15,36.777237
CCCCC1=NC(O)=C(CCC2=CC=CC=C2)C(=O)N1,503.15,26.944614
COC(=O)C(N)CC1=CC=C(C=C1)C1=NCCN1,503.15,21.092148
NC(CC1=CC=CC=C1)C(=O)N1CCN(CCC2=CC=C(C=C2)C2=NC(N)=CC=C2)CC1,503.15,20.934452
CCN1N=CC2=C(NCC3=CC(=C=O)C(C=C3)=C=O)C(=CN=C12)C(O)=O,503.15,3.2809622
